epoch,train_loss,train_acc,test_loss,test_acc,ema_test_acc
1,1.7418366849899292,45.21333333333333,1.4109511875152587,61.56,61.56
2,1.2388210488637288,72.875,1.0653211584091187,82.42,82.42
3,1.0276904337882995,83.135,0.9389051981925964,87.59,87.59
4,0.9188497453371683,88.08666666666667,0.8556253590583801,91.2,91.2
5,0.8577013206799825,90.62833333333333,0.8174345876693726,92.35,92.35
6,0.826402653948466,91.7,0.8016628919601441,92.9,92.9
7,0.8062699358622233,92.39833333333333,0.7887943899154664,93.34,93.34
8,0.7924210280736288,92.96833333333333,0.7745039022445679,93.67,93.67
9,0.7847394559542338,93.16166666666666,0.7688479658126831,94.04,94.04
10,0.7813481911977133,93.26166666666667,0.7667013444900512,94.08,94.08
