epoch,phase,seed,torch_version,cuda_available,device,cudnn_deterministic,cudnn_benchmark,time_sec,batch,global_step,train_loss,grad_norm,update_norm,lr,tainted,effective_batch_size,original_batch_size,test_loss,test_accuracy
1,eval,,,,,,,18.71638321876526,,469.0,,,,,False,128.0,128.0,1.039630886554718,0.8194
2,eval,,,,,,,37.16189360618591,,938.0,,,,,False,128.0,128.0,0.5766579019069672,0.8677
3,eval,,,,,,,55.80033349990845,,1407.0,,,,,False,128.0,128.0,0.4471733950614929,0.8867
4,eval,,,,,,,75.04492592811584,,1876.0,,,,,False,128.0,128.0,0.3906055664300918,0.896
5,eval,,,,,,,94.74584412574768,,2345.0,,,,,False,128.0,128.0,0.3574158900022506,0.9013
6,eval,,,,,,,114.39883399009705,,2814.0,,,,,False,128.0,128.0,0.3352588097572326,0.9062
7,eval,,,,,,,134.40685057640076,,3283.0,,,,,False,128.0,128.0,0.3186388375997543,0.911
8,eval,,,,,,,155.01965641975403,,3752.0,,,,,False,128.0,128.0,0.305538107919693,0.9133
9,eval,,,,,,,175.55573177337646,,4221.0,,,,,False,128.0,128.0,0.294800182557106,0.9158
10,eval,,,,,,,196.38288235664368,,4690.0,,,,,False,128.0,128.0,0.2845988735675812,0.9198
