epoch,phase,seed,torch_version,cuda_available,device,cudnn_deterministic,cudnn_benchmark,time_sec,batch,global_step,train_loss,grad_norm,update_norm,lr,tainted,effective_batch_size,original_batch_size,test_loss,test_accuracy
1,eval,,,,,,,56.68453931808472,,469.0,,,,,False,128.0,128.0,1.860490865325928,0.6342
2,eval,,,,,,,113.58168196678162,,938.0,,,,,False,128.0,128.0,1.4095568895339965,0.759
3,eval,,,,,,,178.29313158988953,,1407.0,,,,,False,128.0,128.0,1.0518974477767944,0.8062
4,eval,,,,,,,231.76304602622983,,1876.0,,,,,False,128.0,128.0,0.8161984954833984,0.8328
5,eval,,,,,,,294.45661902427673,,2345.0,,,,,False,128.0,128.0,0.6711877799510956,0.852
6,eval,,,,,,,356.4893968105316,,2814.0,,,,,False,128.0,128.0,0.5799650593280792,0.8648
7,eval,,,,,,,437.30715775489807,,3283.0,,,,,False,128.0,128.0,0.5198365989208221,0.8734
8,eval,,,,,,,511.69068813323975,,3752.0,,,,,False,128.0,128.0,0.4777326830387115,0.8807
9,eval,,,,,,,582.4275858402252,,4221.0,,,,,False,128.0,128.0,0.4467318110466003,0.8853
10,eval,,,,,,,662.6355044841766,,4690.0,,,,,False,128.0,128.0,0.4228398212909698,0.8887
