optimizer,seed,start_point,initial_x,initial_y,final_x,final_y,final_loss,final_grad_norm,iterations,converged
SAM_Adam,1011,8,-1.0,-1.0,0.9316646456718445,0.8796384930610657,0.005147511605173349,9.999999046325684,20000,False
SAM_Adam,1011,9,0.5,-0.5,0.9319387674331665,0.8793529868125916,0.018206074833869934,10.0,20000,False
SGD,1213,0,-1.5,2.0,0.0625152587890625,-0.36297607421875,2.780428171157837,10.0,20000,False
SGD,1213,1,1.5,-2.0,0.01440027728676796,0.17050287127494812,11.840588569641113,10.0,20000,False
SGD,1213,2,0.5,0.5,0.011719778180122375,0.08621224761009216,18.110727310180664,10.0,20000,False
SGD,1213,3,-0.5,-0.5,0.02590354159474373,0.3217029571533203,4.150002479553223,10.0,20000,False
SGD,1213,4,2.0,-1.0,0.06054310500621796,-0.21368765830993652,9.041449546813965,10.0,20000,False
SGD,1213,5,-2.0,1.0,0.018810678273439407,0.24966758489608765,7.245743274688721,10.0,20000,False
SGD,1213,6,0.0,0.0,0.011927656829357147,0.09684973955154419,17.240400314331055,9.999999046325684,20000,False
SGD,1213,7,1.0,1.0,1.0,1.0,0.0,0.0,1,True
SGD,1213,8,-1.0,-1.0,0.0612124502658844,-0.2086735963821411,9.32607650756836,10.0,20000,False
SGD,1213,9,0.5,-0.5,0.028667114675045013,0.3404275178909302,3.51401686668396,10.0,20000,False
SGD_Momentum,1213,0,-1.5,2.0,-1.1023856401443481,2.618011713027954,337.47479248046875,10.0,20000,False
SGD_Momentum,1213,1,1.5,-2.0,-0.5217446088790894,0.30644649267196655,95.8613052368164,10.000000953674316,20000,False
SGD_Momentum,1213,2,0.5,0.5,0.11530362069606781,0.20118677616119385,1.4176344871520996,9.999999046325684,20000,False
SGD_Momentum,1213,3,-0.5,-0.5,1.1554648876190186,1.4206485748291016,217.53765869140625,9.999999046325684,20000,False
SGD_Momentum,1213,4,2.0,-1.0,0.4081801772117615,-3.4404022693634033,1103.9395751953125,9.999999046325684,20000,False
SGD_Momentum,1213,5,-2.0,1.0,-0.9602896571159363,-0.10622584819793701,36.43944549560547,10.0,20000,False
SGD_Momentum,1213,6,0.0,0.0,1.0363948345184326,-0.9195483922958374,209.0802459716797,10.0,20000,False
SGD_Momentum,1213,7,1.0,1.0,1.0,1.0,0.0,0.0,1,True
SGD_Momentum,1213,8,-1.0,-1.0,-1.1613508462905884,1.0097047090530396,15.128637313842773,10.0,20000,False
SGD_Momentum,1213,9,0.5,-0.5,-0.8469990491867065,-0.9469745755195618,413.83551025390625,10.0,20000,False
Adam,1213,0,-1.5,2.0,0.990199089050293,0.9804644584655762,9.942597534973174e-05,0.010034444741904736,423,True
Adam,1213,1,1.5,-2.0,0.990180253982544,0.980415403842926,9.858705016085878e-05,0.00899514090269804,558,True
Adam,1213,2,0.5,0.5,0.9902381896972656,0.9805340766906738,9.824554581427947e-05,0.00897660106420517,359,True
Adam,1213,3,-0.5,-0.5,0.9902086853981018,0.9804705381393433,9.836264507612213e-05,0.009002403356134892,450,True
Adam,1213,4,2.0,-1.0,0.9901791214942932,0.9804185032844543,9.876355034066364e-05,0.009081868454813957,498,True
Adam,1213,5,-2.0,1.0,0.9901706576347351,0.9804073572158813,9.952658729162067e-05,0.009904924780130386,491,True
Adam,1213,6,0.0,0.0,0.9904043674468994,0.9808672070503235,9.722967661218718e-05,0.05709005147218704,244,True
Adam,1213,7,1.0,1.0,1.0,1.0,0.0,0.0,1,True
Adam,1213,8,-1.0,-1.0,0.9901873469352722,0.9804297089576721,9.85797742032446e-05,0.009000645950436592,503,True
Adam,1213,9,0.5,-0.5,0.9901801943778992,0.9805968403816223,9.898183634504676e-05,0.05742393806576729,451,True
SAM_SGD,1213,0,-1.5,2.0,0.07709626853466034,-0.4220746159553528,1.517484188079834,9.999999046325684,20000,False
SAM_SGD,1213,1,1.5,-2.0,0.013039350509643555,0.16573596000671387,12.151025772094727,10.0,20000,False
SAM_SGD,1213,2,0.5,0.5,0.010182943195104599,0.08613720536231995,18.10161018371582,10.0,20000,False
SAM_SGD,1213,3,-0.5,-0.5,0.02369067072868347,0.3193807601928711,4.228602886199951,10.0,20000,False
SAM_SGD,1213,4,2.0,-1.0,0.055575158447027206,-0.21909722685813904,8.757699966430664,10.0,20000,False
SAM_SGD,1213,5,-2.0,1.0,0.05263690650463104,-0.25675129890441895,6.807610034942627,10.000000953674316,20000,False
SAM_SGD,1213,6,0.0,0.0,0.010490916669368744,0.09603449702262878,17.29350471496582,10.0,20000,False
SAM_SGD,1213,7,1.0,1.0,1.0,1.0,0.0,0.0,1,True
SAM_SGD,1213,8,-1.0,-1.0,0.05234365910291672,-0.26322460174560547,6.4999542236328125,10.0,20000,False
SAM_SGD,1213,9,0.5,-0.5,0.026051726192235947,0.3376563787460327,3.5983190536499023,10.0,20000,False
SAM_Adam,1213,0,-1.5,2.0,0.9477522373199463,0.9040745496749878,0.00278096878901124,9.999999046325684,20000,False
SAM_Adam,1213,1,1.5,-2.0,0.9477514624595642,0.9040735363960266,0.0027808540035039186,9.999998092651367,20000,False
SAM_Adam,1213,2,0.5,0.5,0.9147531986236572,0.82177734375,0.016073280945420265,9.999999046325684,20000,False
SAM_Adam,1213,3,-0.5,-0.5,0.9127023220062256,0.8238489627838135,0.025698421522974968,9.999999046325684,20000,False
SAM_Adam,1213,4,2.0,-1.0,0.9316592216491699,0.8796141147613525,0.0051579102873802185,9.999999046325684,20000,False
SAM_Adam,1213,5,-2.0,1.0,0.9503835439682007,0.9014415740966797,0.00613994337618351,10.0,20000,False
SAM_Adam,1213,6,0.0,0.0,0.9316747784614563,0.8796874284744263,0.005125833675265312,9.999999046325684,20000,False
SAM_Adam,1213,7,1.0,1.0,1.0,1.0,0.0,0.0,1,True
SAM_Adam,1213,8,-1.0,-1.0,0.9316646456718445,0.8796384930610657,0.005147511605173349,9.999999046325684,20000,False
SAM_Adam,1213,9,0.5,-0.5,0.9319387674331665,0.8793529868125916,0.018206074833869934,10.0,20000,False
SGD,1415,0,-1.5,2.0,0.0625152587890625,-0.36297607421875,2.780428171157837,10.0,20000,False
SGD,1415,1,1.5,-2.0,0.01440027728676796,0.17050287127494812,11.840588569641113,10.0,20000,False
SGD,1415,2,0.5,0.5,0.011719778180122375,0.08621224761009216,18.110727310180664,10.0,20000,False
SGD,1415,3,-0.5,-0.5,0.02590354159474373,0.3217029571533203,4.150002479553223,10.0,20000,False
SGD,1415,4,2.0,-1.0,0.06054310500621796,-0.21368765830993652,9.041449546813965,10.0,20000,False
SGD,1415,5,-2.0,1.0,0.018810678273439407,0.24966758489608765,7.245743274688721,10.0,20000,False
SGD,1415,6,0.0,0.0,0.011927656829357147,0.09684973955154419,17.240400314331055,9.999999046325684,20000,False
SGD,1415,7,1.0,1.0,1.0,1.0,0.0,0.0,1,True
SGD,1415,8,-1.0,-1.0,0.0612124502658844,-0.2086735963821411,9.32607650756836,10.0,20000,False
SGD,1415,9,0.5,-0.5,0.028667114675045013,0.3404275178909302,3.51401686668396,10.0,20000,False
SGD_Momentum,1415,0,-1.5,2.0,-1.1023856401443481,2.618011713027954,337.47479248046875,10.0,20000,False
SGD_Momentum,1415,1,1.5,-2.0,-0.5217446088790894,0.30644649267196655,95.8613052368164,10.000000953674316,20000,False
SGD_Momentum,1415,2,0.5,0.5,0.11530362069606781,0.20118677616119385,1.4176344871520996,9.999999046325684,20000,False
SGD_Momentum,1415,3,-0.5,-0.5,1.1554648876190186,1.4206485748291016,217.53765869140625,9.999999046325684,20000,False
SGD_Momentum,1415,4,2.0,-1.0,0.4081801772117615,-3.4404022693634033,1103.9395751953125,9.999999046325684,20000,False
SGD_Momentum,1415,5,-2.0,1.0,-0.9602896571159363,-0.10622584819793701,36.43944549560547,10.0,20000,False
SGD_Momentum,1415,6,0.0,0.0,1.0363948345184326,-0.9195483922958374,209.0802459716797,10.0,20000,False
SGD_Momentum,1415,7,1.0,1.0,1.0,1.0,0.0,0.0,1,True
SGD_Momentum,1415,8,-1.0,-1.0,-1.1613508462905884,1.0097047090530396,15.128637313842773,10.0,20000,False
SGD_Momentum,1415,9,0.5,-0.5,-0.8469990491867065,-0.9469745755195618,413.83551025390625,10.0,20000,False
Adam,1415,0,-1.5,2.0,0.990199089050293,0.9804644584655762,9.942597534973174e-05,0.010034444741904736,423,True
Adam,1415,1,1.5,-2.0,0.990180253982544,0.980415403842926,9.858705016085878e-05,0.00899514090269804,558,True
Adam,1415,2,0.5,0.5,0.9902381896972656,0.9805340766906738,9.824554581427947e-05,0.00897660106420517,359,True
Adam,1415,3,-0.5,-0.5,0.9902086853981018,0.9804705381393433,9.836264507612213e-05,0.009002403356134892,450,True
Adam,1415,4,2.0,-1.0,0.9901791214942932,0.9804185032844543,9.876355034066364e-05,0.009081868454813957,498,True
Adam,1415,5,-2.0,1.0,0.9901706576347351,0.9804073572158813,9.952658729162067e-05,0.009904924780130386,491,True
Adam,1415,6,0.0,0.0,0.9904043674468994,0.9808672070503235,9.722967661218718e-05,0.05709005147218704,244,True
Adam,1415,7,1.0,1.0,1.0,1.0,0.0,0.0,1,True
Adam,1415,8,-1.0,-1.0,0.9901873469352722,0.9804297089576721,9.85797742032446e-05,0.009000645950436592,503,True
Adam,1415,9,0.5,-0.5,0.9901801943778992,0.9805968403816223,9.898183634504676e-05,0.05742393806576729,451,True
SAM_SGD,1415,0,-1.5,2.0,0.07709626853466034,-0.4220746159553528,1.517484188079834,9.999999046325684,20000,False
SAM_SGD,1415,1,1.5,-2.0,0.013039350509643555,0.16573596000671387,12.151025772094727,10.0,20000,False
SAM_SGD,1415,2,0.5,0.5,0.010182943195104599,0.08613720536231995,18.10161018371582,10.0,20000,False
SAM_SGD,1415,3,-0.5,-0.5,0.02369067072868347,0.3193807601928711,4.228602886199951,10.0,20000,False
SAM_SGD,1415,4,2.0,-1.0,0.055575158447027206,-0.21909722685813904,8.757699966430664,10.0,20000,False
SAM_SGD,1415,5,-2.0,1.0,0.05263690650463104,-0.25675129890441895,6.807610034942627,10.000000953674316,20000,False
SAM_SGD,1415,6,0.0,0.0,0.010490916669368744,0.09603449702262878,17.29350471496582,10.0,20000,False
SAM_SGD,1415,7,1.0,1.0,1.0,1.0,0.0,0.0,1,True
SAM_SGD,1415,8,-1.0,-1.0,0.05234365910291672,-0.26322460174560547,6.4999542236328125,10.0,20000,False
SAM_SGD,1415,9,0.5,-0.5,0.026051726192235947,0.3376563787460327,3.5983190536499023,10.0,20000,False
SAM_Adam,1415,0,-1.5,2.0,0.9477522373199463,0.9040745496749878,0.00278096878901124,9.999999046325684,20000,False
SAM_Adam,1415,1,1.5,-2.0,0.9477514624595642,0.9040735363960266,0.0027808540035039186,9.999998092651367,20000,False
SAM_Adam,1415,2,0.5,0.5,0.9147531986236572,0.82177734375,0.016073280945420265,9.999999046325684,20000,False
SAM_Adam,1415,3,-0.5,-0.5,0.9127023220062256,0.8238489627838135,0.025698421522974968,9.999999046325684,20000,False
SAM_Adam,1415,4,2.0,-1.0,0.9316592216491699,0.8796141147613525,0.0051579102873802185,9.999999046325684,20000,False
SAM_Adam,1415,5,-2.0,1.0,0.9503835439682007,0.9014415740966797,0.00613994337618351,10.0,20000,False
SAM_Adam,1415,6,0.0,0.0,0.9316747784614563,0.8796874284744263,0.005125833675265312,9.999999046325684,20000,False
SAM_Adam,1415,7,1.0,1.0,1.0,1.0,0.0,0.0,1,True
SAM_Adam,1415,8,-1.0,-1.0,0.9316646456718445,0.8796384930610657,0.005147511605173349,9.999999046325684,20000,False
SAM_Adam,1415,9,0.5,-0.5,0.9319387674331665,0.8793529868125916,0.018206074833869934,10.0,20000,False
SGD,1617,0,-1.5,2.0,0.0625152587890625,-0.36297607421875,2.780428171157837,10.0,20000,False
SGD,1617,1,1.5,-2.0,0.01440027728676796,0.17050287127494812,11.840588569641113,10.0,20000,False
SGD,1617,2,0.5,0.5,0.011719778180122375,0.08621224761009216,18.110727310180664,10.0,20000,False
SGD,1617,3,-0.5,-0.5,0.02590354159474373,0.3217029571533203,4.150002479553223,10.0,20000,False
SGD,1617,4,2.0,-1.0,0.06054310500621796,-0.21368765830993652,9.041449546813965,10.0,20000,False
SGD,1617,5,-2.0,1.0,0.018810678273439407,0.24966758489608765,7.245743274688721,10.0,20000,False
SGD,1617,6,0.0,0.0,0.011927656829357147,0.09684973955154419,17.240400314331055,9.999999046325684,20000,False
SGD,1617,7,1.0,1.0,1.0,1.0,0.0,0.0,1,True
SGD,1617,8,-1.0,-1.0,0.0612124502658844,-0.2086735963821411,9.32607650756836,10.0,20000,False
SGD,1617,9,0.5,-0.5,0.028667114675045013,0.3404275178909302,3.51401686668396,10.0,20000,False
SGD_Momentum,1617,0,-1.5,2.0,-1.1023856401443481,2.618011713027954,337.47479248046875,10.0,20000,False
SGD_Momentum,1617,1,1.5,-2.0,-0.5217446088790894,0.30644649267196655,95.8613052368164,10.000000953674316,20000,False
SGD_Momentum,1617,2,0.5,0.5,0.11530362069606781,0.20118677616119385,1.4176344871520996,9.999999046325684,20000,False
SGD_Momentum,1617,3,-0.5,-0.5,1.1554648876190186,1.4206485748291016,217.53765869140625,9.999999046325684,20000,False
SGD_Momentum,1617,4,2.0,-1.0,0.4081801772117615,-3.4404022693634033,1103.9395751953125,9.999999046325684,20000,False
SGD_Momentum,1617,5,-2.0,1.0,-0.9602896571159363,-0.10622584819793701,36.43944549560547,10.0,20000,False
SGD_Momentum,1617,6,0.0,0.0,1.0363948345184326,-0.9195483922958374,209.0802459716797,10.0,20000,False
SGD_Momentum,1617,7,1.0,1.0,1.0,1.0,0.0,0.0,1,True
SGD_Momentum,1617,8,-1.0,-1.0,-1.1613508462905884,1.0097047090530396,15.128637313842773,10.0,20000,False
SGD_Momentum,1617,9,0.5,-0.5,-0.8469990491867065,-0.9469745755195618,413.83551025390625,10.0,20000,False
Adam,1617,0,-1.5,2.0,0.990199089050293,0.9804644584655762,9.942597534973174e-05,0.010034444741904736,423,True
Adam,1617,1,1.5,-2.0,0.990180253982544,0.980415403842926,9.858705016085878e-05,0.00899514090269804,558,True
Adam,1617,2,0.5,0.5,0.9902381896972656,0.9805340766906738,9.824554581427947e-05,0.00897660106420517,359,True
Adam,1617,3,-0.5,-0.5,0.9902086853981018,0.9804705381393433,9.836264507612213e-05,0.009002403356134892,450,True
Adam,1617,4,2.0,-1.0,0.9901791214942932,0.9804185032844543,9.876355034066364e-05,0.009081868454813957,498,True
Adam,1617,5,-2.0,1.0,0.9901706576347351,0.9804073572158813,9.952658729162067e-05,0.009904924780130386,491,True
Adam,1617,6,0.0,0.0,0.9904043674468994,0.9808672070503235,9.722967661218718e-05,0.05709005147218704,244,True
Adam,1617,7,1.0,1.0,1.0,1.0,0.0,0.0,1,True
Adam,1617,8,-1.0,-1.0,0.9901873469352722,0.9804297089576721,9.85797742032446e-05,0.009000645950436592,503,True
Adam,1617,9,0.5,-0.5,0.9901801943778992,0.9805968403816223,9.898183634504676e-05,0.05742393806576729,451,True
SAM_SGD,1617,0,-1.5,2.0,0.07709626853466034,-0.4220746159553528,1.517484188079834,9.999999046325684,20000,False
SAM_SGD,1617,1,1.5,-2.0,0.013039350509643555,0.16573596000671387,12.151025772094727,10.0,20000,False
SAM_SGD,1617,2,0.5,0.5,0.010182943195104599,0.08613720536231995,18.10161018371582,10.0,20000,False
SAM_SGD,1617,3,-0.5,-0.5,0.02369067072868347,0.3193807601928711,4.228602886199951,10.0,20000,False
SAM_SGD,1617,4,2.0,-1.0,0.055575158447027206,-0.21909722685813904,8.757699966430664,10.0,20000,False
SAM_SGD,1617,5,-2.0,1.0,0.05263690650463104,-0.25675129890441895,6.807610034942627,10.000000953674316,20000,False
SAM_SGD,1617,6,0.0,0.0,0.010490916669368744,0.09603449702262878,17.29350471496582,10.0,20000,False
SAM_SGD,1617,7,1.0,1.0,1.0,1.0,0.0,0.0,1,True
SAM_SGD,1617,8,-1.0,-1.0,0.05234365910291672,-0.26322460174560547,6.4999542236328125,10.0,20000,False
SAM_SGD,1617,9,0.5,-0.5,0.026051726192235947,0.3376563787460327,3.5983190536499023,10.0,20000,False
SAM_Adam,1617,0,-1.5,2.0,0.9477522373199463,0.9040745496749878,0.00278096878901124,9.999999046325684,20000,False
SAM_Adam,1617,1,1.5,-2.0,0.9477514624595642,0.9040735363960266,0.0027808540035039186,9.999998092651367,20000,False
SAM_Adam,1617,2,0.5,0.5,0.9147531986236572,0.82177734375,0.016073280945420265,9.999999046325684,20000,False
SAM_Adam,1617,3,-0.5,-0.5,0.9127023220062256,0.8238489627838135,0.025698421522974968,9.999999046325684,20000,False
SAM_Adam,1617,4,2.0,-1.0,0.9316592216491699,0.8796141147613525,0.0051579102873802185,9.999999046325684,20000,False
SAM_Adam,1617,5,-2.0,1.0,0.9503835439682007,0.9014415740966797,0.00613994337618351,10.0,20000,False
SAM_Adam,1617,6,0.0,0.0,0.9316747784614563,0.8796874284744263,0.005125833675265312,9.999999046325684,20000,False
SAM_Adam,1617,7,1.0,1.0,1.0,1.0,0.0,0.0,1,True
SAM_Adam,1617,8,-1.0,-1.0,0.9316646456718445,0.8796384930610657,0.005147511605173349,9.999999046325684,20000,False
SAM_Adam,1617,9,0.5,-0.5,0.9319387674331665,0.8793529868125916,0.018206074833869934,10.0,20000,False
SGD,1819,0,-1.5,2.0,0.0625152587890625,-0.36297607421875,2.780428171157837,10.0,20000,False
SGD,1819,1,1.5,-2.0,0.01440027728676796,0.17050287127494812,11.840588569641113,10.0,20000,False
SGD,1819,2,0.5,0.5,0.011719778180122375,0.08621224761009216,18.110727310180664,10.0,20000,False
SGD,1819,3,-0.5,-0.5,0.02590354159474373,0.3217029571533203,4.150002479553223,10.0,20000,False
SGD,1819,4,2.0,-1.0,0.06054310500621796,-0.21368765830993652,9.041449546813965,10.0,20000,False
SGD,1819,5,-2.0,1.0,0.018810678273439407,0.24966758489608765,7.245743274688721,10.0,20000,False
SGD,1819,6,0.0,0.0,0.011927656829357147,0.09684973955154419,17.240400314331055,9.999999046325684,20000,False
SGD,1819,7,1.0,1.0,1.0,1.0,0.0,0.0,1,True
SGD,1819,8,-1.0,-1.0,0.0612124502658844,-0.2086735963821411,9.32607650756836,10.0,20000,False
SGD,1819,9,0.5,-0.5,0.028667114675045013,0.3404275178909302,3.51401686668396,10.0,20000,False
SGD_Momentum,1819,0,-1.5,2.0,-1.1023856401443481,2.618011713027954,337.47479248046875,10.0,20000,False
SGD_Momentum,1819,1,1.5,-2.0,-0.5217446088790894,0.30644649267196655,95.8613052368164,10.000000953674316,20000,False
SGD_Momentum,1819,2,0.5,0.5,0.11530362069606781,0.20118677616119385,1.4176344871520996,9.999999046325684,20000,False
SGD_Momentum,1819,3,-0.5,-0.5,1.1554648876190186,1.4206485748291016,217.53765869140625,9.999999046325684,20000,False
SGD_Momentum,1819,4,2.0,-1.0,0.4081801772117615,-3.4404022693634033,1103.9395751953125,9.999999046325684,20000,False
SGD_Momentum,1819,5,-2.0,1.0,-0.9602896571159363,-0.10622584819793701,36.43944549560547,10.0,20000,False
SGD_Momentum,1819,6,0.0,0.0,1.0363948345184326,-0.9195483922958374,209.0802459716797,10.0,20000,False
SGD_Momentum,1819,7,1.0,1.0,1.0,1.0,0.0,0.0,1,True
SGD_Momentum,1819,8,-1.0,-1.0,-1.1613508462905884,1.0097047090530396,15.128637313842773,10.0,20000,False
SGD_Momentum,1819,9,0.5,-0.5,-0.8469990491867065,-0.9469745755195618,413.83551025390625,10.0,20000,False
Adam,1819,0,-1.5,2.0,0.990199089050293,0.9804644584655762,9.942597534973174e-05,0.010034444741904736,423,True
Adam,1819,1,1.5,-2.0,0.990180253982544,0.980415403842926,9.858705016085878e-05,0.00899514090269804,558,True
Adam,1819,2,0.5,0.5,0.9902381896972656,0.9805340766906738,9.824554581427947e-05,0.00897660106420517,359,True
Adam,1819,3,-0.5,-0.5,0.9902086853981018,0.9804705381393433,9.836264507612213e-05,0.009002403356134892,450,True
Adam,1819,4,2.0,-1.0,0.9901791214942932,0.9804185032844543,9.876355034066364e-05,0.009081868454813957,498,True
Adam,1819,5,-2.0,1.0,0.9901706576347351,0.9804073572158813,9.952658729162067e-05,0.009904924780130386,491,True
Adam,1819,6,0.0,0.0,0.9904043674468994,0.9808672070503235,9.722967661218718e-05,0.05709005147218704,244,True
Adam,1819,7,1.0,1.0,1.0,1.0,0.0,0.0,1,True
Adam,1819,8,-1.0,-1.0,0.9901873469352722,0.9804297089576721,9.85797742032446e-05,0.009000645950436592,503,True
Adam,1819,9,0.5,-0.5,0.9901801943778992,0.9805968403816223,9.898183634504676e-05,0.05742393806576729,451,True
SAM_SGD,1819,0,-1.5,2.0,0.07709626853466034,-0.4220746159553528,1.517484188079834,9.999999046325684,20000,False
SAM_SGD,1819,1,1.5,-2.0,0.013039350509643555,0.16573596000671387,12.151025772094727,10.0,20000,False
SAM_SGD,1819,2,0.5,0.5,0.010182943195104599,0.08613720536231995,18.10161018371582,10.0,20000,False
SAM_SGD,1819,3,-0.5,-0.5,0.02369067072868347,0.3193807601928711,4.228602886199951,10.0,20000,False
SAM_SGD,1819,4,2.0,-1.0,0.055575158447027206,-0.21909722685813904,8.757699966430664,10.0,20000,False
SAM_SGD,1819,5,-2.0,1.0,0.05263690650463104,-0.25675129890441895,6.807610034942627,10.000000953674316,20000,False
SAM_SGD,1819,6,0.0,0.0,0.010490916669368744,0.09603449702262878,17.29350471496582,10.0,20000,False
SAM_SGD,1819,7,1.0,1.0,1.0,1.0,0.0,0.0,1,True
SAM_SGD,1819,8,-1.0,-1.0,0.05234365910291672,-0.26322460174560547,6.4999542236328125,10.0,20000,False
SAM_SGD,1819,9,0.5,-0.5,0.026051726192235947,0.3376563787460327,3.5983190536499023,10.0,20000,False
SAM_Adam,1819,0,-1.5,2.0,0.9477522373199463,0.9040745496749878,0.00278096878901124,9.999999046325684,20000,False
SAM_Adam,1819,1,1.5,-2.0,0.9477514624595642,0.9040735363960266,0.0027808540035039186,9.999998092651367,20000,False
SAM_Adam,1819,2,0.5,0.5,0.9147531986236572,0.82177734375,0.016073280945420265,9.999999046325684,20000,False
SAM_Adam,1819,3,-0.5,-0.5,0.9127023220062256,0.8238489627838135,0.025698421522974968,9.999999046325684,20000,False
SAM_Adam,1819,4,2.0,-1.0,0.9316592216491699,0.8796141147613525,0.0051579102873802185,9.999999046325684,20000,False
SAM_Adam,1819,5,-2.0,1.0,0.9503835439682007,0.9014415740966797,0.00613994337618351,10.0,20000,False
SAM_Adam,1819,6,0.0,0.0,0.9316747784614563,0.8796874284744263,0.005125833675265312,9.999999046325684,20000,False
SAM_Adam,1819,7,1.0,1.0,1.0,1.0,0.0,0.0,1,True
SAM_Adam,1819,8,-1.0,-1.0,0.9316646456718445,0.8796384930610657,0.005147511605173349,9.999999046325684,20000,False
SAM_Adam,1819,9,0.5,-0.5,0.9319387674331665,0.8793529868125916,0.018206074833869934,10.0,20000,False
SGD,2021,0,-1.5,2.0,0.0625152587890625,-0.36297607421875,2.780428171157837,10.0,20000,False
SGD,2021,1,1.5,-2.0,0.01440027728676796,0.17050287127494812,11.840588569641113,10.0,20000,False
SGD,2021,2,0.5,0.5,0.011719778180122375,0.08621224761009216,18.110727310180664,10.0,20000,False
SGD,2021,3,-0.5,-0.5,0.02590354159474373,0.3217029571533203,4.150002479553223,10.0,20000,False
SGD,2021,4,2.0,-1.0,0.06054310500621796,-0.21368765830993652,9.041449546813965,10.0,20000,False
SGD,2021,5,-2.0,1.0,0.018810678273439407,0.24966758489608765,7.245743274688721,10.0,20000,False
SGD,2021,6,0.0,0.0,0.011927656829357147,0.09684973955154419,17.240400314331055,9.999999046325684,20000,False
SGD,2021,7,1.0,1.0,1.0,1.0,0.0,0.0,1,True
SGD,2021,8,-1.0,-1.0,0.0612124502658844,-0.2086735963821411,9.32607650756836,10.0,20000,False
SGD,2021,9,0.5,-0.5,0.028667114675045013,0.3404275178909302,3.51401686668396,10.0,20000,False
SGD_Momentum,2021,0,-1.5,2.0,-1.1023856401443481,2.618011713027954,337.47479248046875,10.0,20000,False
SGD_Momentum,2021,1,1.5,-2.0,-0.5217446088790894,0.30644649267196655,95.8613052368164,10.000000953674316,20000,False
SGD_Momentum,2021,2,0.5,0.5,0.11530362069606781,0.20118677616119385,1.4176344871520996,9.999999046325684,20000,False
SGD_Momentum,2021,3,-0.5,-0.5,1.1554648876190186,1.4206485748291016,217.53765869140625,9.999999046325684,20000,False
SGD_Momentum,2021,4,2.0,-1.0,0.4081801772117615,-3.4404022693634033,1103.9395751953125,9.999999046325684,20000,False
SGD_Momentum,2021,5,-2.0,1.0,-0.9602896571159363,-0.10622584819793701,36.43944549560547,10.0,20000,False
SGD_Momentum,2021,6,0.0,0.0,1.0363948345184326,-0.9195483922958374,209.0802459716797,10.0,20000,False
SGD_Momentum,2021,7,1.0,1.0,1.0,1.0,0.0,0.0,1,True
SGD_Momentum,2021,8,-1.0,-1.0,-1.1613508462905884,1.0097047090530396,15.128637313842773,10.0,20000,False
SGD_Momentum,2021,9,0.5,-0.5,-0.8469990491867065,-0.9469745755195618,413.83551025390625,10.0,20000,False
Adam,2021,0,-1.5,2.0,0.990199089050293,0.9804644584655762,9.942597534973174e-05,0.010034444741904736,423,True
Adam,2021,1,1.5,-2.0,0.990180253982544,0.980415403842926,9.858705016085878e-05,0.00899514090269804,558,True
Adam,2021,2,0.5,0.5,0.9902381896972656,0.9805340766906738,9.824554581427947e-05,0.00897660106420517,359,True
Adam,2021,3,-0.5,-0.5,0.9902086853981018,0.9804705381393433,9.836264507612213e-05,0.009002403356134892,450,True
Adam,2021,4,2.0,-1.0,0.9901791214942932,0.9804185032844543,9.876355034066364e-05,0.009081868454813957,498,True
Adam,2021,5,-2.0,1.0,0.9901706576347351,0.9804073572158813,9.952658729162067e-05,0.009904924780130386,491,True
Adam,2021,6,0.0,0.0,0.9904043674468994,0.9808672070503235,9.722967661218718e-05,0.05709005147218704,244,True
Adam,2021,7,1.0,1.0,1.0,1.0,0.0,0.0,1,True
Adam,2021,8,-1.0,-1.0,0.9901873469352722,0.9804297089576721,9.85797742032446e-05,0.009000645950436592,503,True
Adam,2021,9,0.5,-0.5,0.9901801943778992,0.9805968403816223,9.898183634504676e-05,0.05742393806576729,451,True
SAM_SGD,2021,0,-1.5,2.0,0.07709626853466034,-0.4220746159553528,1.517484188079834,9.999999046325684,20000,False
SAM_SGD,2021,1,1.5,-2.0,0.013039350509643555,0.16573596000671387,12.151025772094727,10.0,20000,False
SAM_SGD,2021,2,0.5,0.5,0.010182943195104599,0.08613720536231995,18.10161018371582,10.0,20000,False
SAM_SGD,2021,3,-0.5,-0.5,0.02369067072868347,0.3193807601928711,4.228602886199951,10.0,20000,False
SAM_SGD,2021,4,2.0,-1.0,0.055575158447027206,-0.21909722685813904,8.757699966430664,10.0,20000,False
SAM_SGD,2021,5,-2.0,1.0,0.05263690650463104,-0.25675129890441895,6.807610034942627,10.000000953674316,20000,False
SAM_SGD,2021,6,0.0,0.0,0.010490916669368744,0.09603449702262878,17.29350471496582,10.0,20000,False
SAM_SGD,2021,7,1.0,1.0,1.0,1.0,0.0,0.0,1,True
SAM_SGD,2021,8,-1.0,-1.0,0.05234365910291672,-0.26322460174560547,6.4999542236328125,10.0,20000,False
SAM_SGD,2021,9,0.5,-0.5,0.026051726192235947,0.3376563787460327,3.5983190536499023,10.0,20000,False
SAM_Adam,2021,0,-1.5,2.0,0.9477522373199463,0.9040745496749878,0.00278096878901124,9.999999046325684,20000,False
SAM_Adam,2021,1,1.5,-2.0,0.9477514624595642,0.9040735363960266,0.0027808540035039186,9.999998092651367,20000,False
SAM_Adam,2021,2,0.5,0.5,0.9147531986236572,0.82177734375,0.016073280945420265,9.999999046325684,20000,False
