optimizer,function,threshold,convergence_rate_pct,success_count,total_count
SAM_SGD,Rastrigin,62.728998581962436,100.0,3,3
SAM_SGD,Rastrigin,79.20164050192541,100.0,3,3
SAM_SGD,Rastrigin,100.0,100.0,3,3
SAM_SGD,Rosenbrock,1e-06,0.0,0,3
SAM_SGD,Rosenbrock,1.262600109874855e-06,0.0,0,3
SAM_SGD,Rosenbrock,1.5941590374559996e-06,0.0,0,3
SAM_SGD,Rosenbrock,2.0127853758499383e-06,0.0,0,3
SAM_SGD,Rosenbrock,2.541343036702639e-06,0.0,0,3
SAM_SGD,Rosenbrock,3.20869999737045e-06,0.0,0,3
SAM_SGD,Rosenbrock,4.051304969235378e-06,0.0,0,3
SAM_SGD,Rosenbrock,5.1151780992931454e-06,0.0,0,3
SAM_SGD,Rosenbrock,6.458424430196978e-06,0.0,0,3
SAM_SGD,Rosenbrock,8.154407395185153e-06,0.0,0,3
SAM_SGD,Rosenbrock,1.0295755673125127e-05,0.0,0,3
SAM_SGD,Rosenbrock,1.2999422244132449e-05,0.0,0,3
SAM_SGD,Rosenbrock,1.64130719537513e-05,0.0,0,3
SAM_SGD,Rosenbrock,2.0723146452190295e-05,0.0,0,3
SAM_SGD,Rosenbrock,2.6165046987488235e-05,0.0,0,3
SAM_SGD,Rosenbrock,3.3035991201283396e-05,0.0,0,3
SAM_SGD,Rosenbrock,4.171124612056516e-05,0.0,0,3
SAM_SGD,Rosenbrock,5.2664623934842807e-05,0.0,0,3
SAM_SGD,Rosenbrock,6.649435996665046e-05,0.0,0,3
SAM_SGD,Rosenbrock,8.395578619995104e-05,0.0,0,3
SAM_SGD,Rosenbrock,0.00010600258488068824,0.0,0,3
SAM_SGD,Rosenbrock,0.00013383887531737563,0.0,0,3
SAM_SGD,Rosenbrock,0.0001689849786812457,0.0,0,3
SAM_SGD,Rosenbrock,0.0002133604526501411,0.0,0,3
SAM_SGD,Rosenbrock,0.00026938893095901725,0.0,0,3
SAM_SGD,Rosenbrock,0.0003401304938279253,0.0,0,3
SAM_SGD,Rosenbrock,0.00042944879887892723,0.0,0,3
SAM_SGD,Rosenbrock,0.0005422221006501586,0.0,0,3
SAM_SGD,Rosenbrock,0.0006846096838574657,0.0,0,3
SAM_SGD,Rosenbrock,0.0008643882620598271,0.0,0,3
SAM_SGD,Rosenbrock,0.0010913767146512726,0.0,0,3
SAM_SGD,Rosenbrock,0.0013779723598335567,0.0,0,3
SAM_SGD,Rosenbrock,0.001739828052930364,0.0,0,3
SAM_SGD,Rosenbrock,0.0021967070907932353,0.0,0,3
SAM_SGD,Rosenbrock,0.002773562614198415,0.0,0,3
SAM_SGD,Rosenbrock,0.0035019004614317093,0.0,0,3
SAM_SGD,Rosenbrock,0.004421499907374487,0.0,0,3
SAM_SGD,Rosenbrock,0.005582586268862695,0.0,0,3
SAM_SGD,Rosenbrock,0.007048574036451903,0.0,0,3
SAM_SGD,Rosenbrock,0.008899530352885224,0.0,0,3
SAM_SGD,Rosenbrock,0.011236548001387516,0.0,0,3
SAM_SGD,Rosenbrock,0.014187266741165962,0.0,0,3
SAM_SGD,Rosenbrock,0.01791284454622002,33.33333333333333,1,3
SAM_SGD,Rosenbrock,0.022616759492228647,33.33333333333333,1,3
SAM_SGD,Rosenbrock,0.02855592301990106,33.33333333333333,1,3
SAM_SGD,Rosenbrock,0.03605471154250506,33.33333333333333,1,3
SAM_SGD,Rosenbrock,0.045522682755073096,33.33333333333333,1,3
SAM_SGD,Rosenbrock,0.057476944248353465,33.33333333333333,1,3
SAM_SGD,Rosenbrock,0.07257039612324216,33.33333333333333,1,3
SAM_SGD,Rosenbrock,0.09162739011886731,33.33333333333333,1,3
SAM_SGD,Rosenbrock,0.11568875283162833,33.33333333333333,1,3
SAM_SGD,Rosenbrock,0.1460686320364989,33.33333333333333,1,3
SAM_SGD,Rosenbrock,0.1844262708585533,33.33333333333333,1,3
SAM_SGD,Rosenbrock,0.23285662984981964,33.33333333333333,1,3
SAM_SGD,Rosenbrock,0.29400480643347077,33.33333333333333,1,3
SAM_SGD,Rosenbrock,0.3712105009066357,33.33333333333333,1,3
SAM_SGD,Rosenbrock,0.46869041923141924,33.33333333333333,1,3
SAM_SGD,Rosenbrock,0.5917685748188819,33.33333333333333,1,3
SAM_SGD,Rosenbrock,0.7471670675868082,66.66666666666666,2,3
SAM_SGD,Rosenbrock,0.9433732216299774,66.66666666666666,2,3
SAM_SGD,Rosenbrock,1.1911031332830055,66.66666666666666,2,3
SAM_SGD,Rosenbrock,1.5038869469554101,66.66666666666666,2,3
SAM_SGD,Rosenbrock,1.8988078244652613,100.0,3,3
SAM_SGD,Rosenbrock,2.3974349678010785,100.0,3,3
SAM_SGD,Rosenbrock,3.0270016537634614,100.0,3,3
SAM_SGD,Rosenbrock,3.8218926206331147,100.0,3,3
SAM_SGD,Rosenbrock,4.825522042741279,100.0,3,3
SAM_SGD,Rosenbrock,6.092704661368674,100.0,3,3
SAM_SGD,Rosenbrock,7.692649574879146,100.0,3,3
SAM_SGD,Rosenbrock,9.712740198471169,100.0,3,3
SAM_SGD,Rosenbrock,12.263306841775618,100.0,3,3
SAM_SGD,Rosenbrock,15.48365256585499,100.0,3,3
SAM_SGD,Rosenbrock,19.549661430912597,100.0,3,3
SAM_SGD,Rosenbrock,24.68340467068651,100.0,3,3
SAM_SGD,Rosenbrock,31.165269449294303,100.0,3,3
SAM_SGD,Rosenbrock,39.34927263095845,100.0,3,3
SAM_SGD,Rosenbrock,49.68239594734388,100.0,3,3
SAM_SGD,Rosenbrock,62.728998581962436,100.0,3,3
SAM_SGD,Rosenbrock,79.20164050192541,100.0,3,3
SAM_SGD,Rosenbrock,100.0,100.0,3,3
SGD,Rastrigin,1e-06,0.0,0,3
SGD,Rastrigin,1.262600109874855e-06,0.0,0,3
SGD,Rastrigin,1.5941590374559996e-06,0.0,0,3
SGD,Rastrigin,2.0127853758499383e-06,0.0,0,3
SGD,Rastrigin,2.541343036702639e-06,0.0,0,3
SGD,Rastrigin,3.20869999737045e-06,0.0,0,3
SGD,Rastrigin,4.051304969235378e-06,0.0,0,3
SGD,Rastrigin,5.1151780992931454e-06,0.0,0,3
SGD,Rastrigin,6.458424430196978e-06,0.0,0,3
SGD,Rastrigin,8.154407395185153e-06,0.0,0,3
SGD,Rastrigin,1.0295755673125127e-05,0.0,0,3
SGD,Rastrigin,1.2999422244132449e-05,0.0,0,3
SGD,Rastrigin,1.64130719537513e-05,0.0,0,3
SGD,Rastrigin,2.0723146452190295e-05,0.0,0,3
SGD,Rastrigin,2.6165046987488235e-05,0.0,0,3
SGD,Rastrigin,3.3035991201283396e-05,0.0,0,3
SGD,Rastrigin,4.171124612056516e-05,0.0,0,3
SGD,Rastrigin,5.2664623934842807e-05,0.0,0,3
SGD,Rastrigin,6.649435996665046e-05,0.0,0,3
SGD,Rastrigin,8.395578619995104e-05,0.0,0,3
SGD,Rastrigin,0.00010600258488068824,0.0,0,3
SGD,Rastrigin,0.00013383887531737563,0.0,0,3
SGD,Rastrigin,0.0001689849786812457,0.0,0,3
SGD,Rastrigin,0.0002133604526501411,0.0,0,3
SGD,Rastrigin,0.00026938893095901725,0.0,0,3
SGD,Rastrigin,0.0003401304938279253,0.0,0,3
SGD,Rastrigin,0.00042944879887892723,0.0,0,3
SGD,Rastrigin,0.0005422221006501586,0.0,0,3
SGD,Rastrigin,0.0006846096838574657,0.0,0,3
SGD,Rastrigin,0.0008643882620598271,0.0,0,3
SGD,Rastrigin,0.0010913767146512726,0.0,0,3
SGD,Rastrigin,0.0013779723598335567,0.0,0,3
SGD,Rastrigin,0.001739828052930364,0.0,0,3
SGD,Rastrigin,0.0021967070907932353,0.0,0,3
SGD,Rastrigin,0.002773562614198415,0.0,0,3
SGD,Rastrigin,0.0035019004614317093,0.0,0,3
SGD,Rastrigin,0.004421499907374487,0.0,0,3
SGD,Rastrigin,0.005582586268862695,0.0,0,3
SGD,Rastrigin,0.007048574036451903,0.0,0,3
SGD,Rastrigin,0.008899530352885224,0.0,0,3
SGD,Rastrigin,0.011236548001387516,0.0,0,3
SGD,Rastrigin,0.014187266741165962,0.0,0,3
SGD,Rastrigin,0.01791284454622002,0.0,0,3
SGD,Rastrigin,0.022616759492228647,0.0,0,3
SGD,Rastrigin,0.02855592301990106,0.0,0,3
SGD,Rastrigin,0.03605471154250506,0.0,0,3
SGD,Rastrigin,0.045522682755073096,0.0,0,3
SGD,Rastrigin,0.057476944248353465,0.0,0,3
SGD,Rastrigin,0.07257039612324216,0.0,0,3
SGD,Rastrigin,0.09162739011886731,0.0,0,3
SGD,Rastrigin,0.11568875283162833,0.0,0,3
SGD,Rastrigin,0.1460686320364989,0.0,0,3
SGD,Rastrigin,0.1844262708585533,0.0,0,3
SGD,Rastrigin,0.23285662984981964,0.0,0,3
SGD,Rastrigin,0.29400480643347077,0.0,0,3
SGD,Rastrigin,0.3712105009066357,0.0,0,3
SGD,Rastrigin,0.46869041923141924,0.0,0,3
SGD,Rastrigin,0.5917685748188819,0.0,0,3
SGD,Rastrigin,0.7471670675868082,0.0,0,3
SGD,Rastrigin,0.9433732216299774,0.0,0,3
SGD,Rastrigin,1.1911031332830055,0.0,0,3
SGD,Rastrigin,1.5038869469554101,0.0,0,3
SGD,Rastrigin,1.8988078244652613,0.0,0,3
SGD,Rastrigin,2.3974349678010785,0.0,0,3
SGD,Rastrigin,3.0270016537634614,0.0,0,3
SGD,Rastrigin,3.8218926206331147,0.0,0,3
SGD,Rastrigin,4.825522042741279,33.33333333333333,1,3
SGD,Rastrigin,6.092704661368674,66.66666666666666,2,3
SGD,Rastrigin,7.692649574879146,66.66666666666666,2,3
SGD,Rastrigin,9.712740198471169,66.66666666666666,2,3
SGD,Rastrigin,12.263306841775618,66.66666666666666,2,3
SGD,Rastrigin,15.48365256585499,66.66666666666666,2,3
SGD,Rastrigin,19.549661430912597,66.66666666666666,2,3
SGD,Rastrigin,24.68340467068651,66.66666666666666,2,3
SGD,Rastrigin,31.165269449294303,100.0,3,3
SGD,Rastrigin,39.34927263095845,100.0,3,3
SGD,Rastrigin,49.68239594734388,100.0,3,3
SGD,Rastrigin,62.728998581962436,100.0,3,3
SGD,Rastrigin,79.20164050192541,100.0,3,3
SGD,Rastrigin,100.0,100.0,3,3
SGD,Rosenbrock,1e-06,0.0,0,3
SGD,Rosenbrock,1.262600109874855e-06,0.0,0,3
SGD,Rosenbrock,1.5941590374559996e-06,0.0,0,3
SGD,Rosenbrock,2.0127853758499383e-06,0.0,0,3
SGD,Rosenbrock,2.541343036702639e-06,0.0,0,3
SGD,Rosenbrock,3.20869999737045e-06,0.0,0,3
SGD,Rosenbrock,4.051304969235378e-06,0.0,0,3
SGD,Rosenbrock,5.1151780992931454e-06,0.0,0,3
SGD,Rosenbrock,6.458424430196978e-06,0.0,0,3
SGD,Rosenbrock,8.154407395185153e-06,0.0,0,3
SGD,Rosenbrock,1.0295755673125127e-05,0.0,0,3
SGD,Rosenbrock,1.2999422244132449e-05,0.0,0,3
SGD,Rosenbrock,1.64130719537513e-05,0.0,0,3
SGD,Rosenbrock,2.0723146452190295e-05,0.0,0,3
SGD,Rosenbrock,2.6165046987488235e-05,0.0,0,3
SGD,Rosenbrock,3.3035991201283396e-05,0.0,0,3
SGD,Rosenbrock,4.171124612056516e-05,0.0,0,3
SGD,Rosenbrock,5.2664623934842807e-05,0.0,0,3
SGD,Rosenbrock,6.649435996665046e-05,0.0,0,3
SGD,Rosenbrock,8.395578619995104e-05,0.0,0,3
SGD,Rosenbrock,0.00010600258488068824,0.0,0,3
SGD,Rosenbrock,0.00013383887531737563,0.0,0,3
SGD,Rosenbrock,0.0001689849786812457,0.0,0,3
SGD,Rosenbrock,0.0002133604526501411,0.0,0,3
SGD,Rosenbrock,0.00026938893095901725,0.0,0,3
SGD,Rosenbrock,0.0003401304938279253,0.0,0,3
SGD,Rosenbrock,0.00042944879887892723,0.0,0,3
SGD,Rosenbrock,0.0005422221006501586,0.0,0,3
SGD,Rosenbrock,0.0006846096838574657,0.0,0,3
SGD,Rosenbrock,0.0008643882620598271,0.0,0,3
SGD,Rosenbrock,0.0010913767146512726,0.0,0,3
SGD,Rosenbrock,0.0013779723598335567,0.0,0,3
SGD,Rosenbrock,0.001739828052930364,0.0,0,3
SGD,Rosenbrock,0.0021967070907932353,0.0,0,3
SGD,Rosenbrock,0.002773562614198415,0.0,0,3
SGD,Rosenbrock,0.0035019004614317093,0.0,0,3
SGD,Rosenbrock,0.004421499907374487,0.0,0,3
SGD,Rosenbrock,0.005582586268862695,0.0,0,3
SGD,Rosenbrock,0.007048574036451903,0.0,0,3
SGD,Rosenbrock,0.008899530352885224,0.0,0,3
SGD,Rosenbrock,0.011236548001387516,0.0,0,3
SGD,Rosenbrock,0.014187266741165962,0.0,0,3
SGD,Rosenbrock,0.01791284454622002,0.0,0,3
SGD,Rosenbrock,0.022616759492228647,0.0,0,3
SGD,Rosenbrock,0.02855592301990106,0.0,0,3
SGD,Rosenbrock,0.03605471154250506,0.0,0,3
SGD,Rosenbrock,0.045522682755073096,0.0,0,3
SGD,Rosenbrock,0.057476944248353465,0.0,0,3
SGD,Rosenbrock,0.07257039612324216,0.0,0,3
SGD,Rosenbrock,0.09162739011886731,0.0,0,3
