epoch,train_loss,train_acc,val_loss,val_acc
1,1.3835861171511086,48.95777777777778,1.1279041737318038,59.14
2,0.9470000299201771,66.46444444444444,0.9245396226644516,67.28
3,0.7473294667222283,73.73333333333333,0.7799332082271576,72.48
4,0.6268830530514772,78.40444444444445,0.7033631324768066,75.34
5,0.558509483340789,80.57777777777778,0.6675739988684655,76.56
6,0.5101289412176068,82.38444444444444,0.6027290806174278,79.02
7,0.4623650668866255,84.22444444444444,0.598962564766407,79.3
8,0.4243633223020218,85.47777777777777,0.5501525476574898,81.02
9,0.3919046447104351,86.46,0.5007508844137192,82.6
10,0.36032507462765684,87.56888888888889,0.4640222951769829,83.82
11,0.33987683100117877,88.28444444444445,0.4363363802433014,84.8
12,0.3223125218329104,88.83555555555556,0.4932432591915131,83.24
13,0.2999107258563692,89.48,0.4047905281186104,86.4
14,0.2863299491899935,90.03777777777778,0.4918804928660393,84.14
15,0.26949085415848956,90.66444444444444,0.4532106801867485,84.66
16,0.2553051995875483,91.16666666666667,0.4148063540458679,86.98
17,0.2379907402633266,91.88888888888889,0.41293317899107934,86.28
18,0.2304519649425691,91.92666666666666,0.36144080087542535,87.8
19,0.21773711589842357,92.46888888888888,0.36545589119195937,87.86
20,0.20814323679290034,92.64222222222222,0.41743793711066246,86.24
