epoch,train_loss,train_acc,test_loss,test_acc
1,2.3015160828908283,11.235,2.3011629371643068,11.35
2,2.301391996383667,11.236666666666666,2.3013151775360106,11.35
3,2.3014396621704103,11.236666666666666,2.300981517791748,11.35
4,2.301348174540202,11.236666666666666,2.3011626808166503,11.35
5,2.3013932652791342,11.236666666666666,2.3011067207336424,11.35
6,2.301390533065796,11.236666666666666,2.301040525436401,11.35
7,2.301390755844116,11.236666666666666,2.301229108810425,11.35
8,2.3013596373240155,11.236666666666666,2.3010367935180662,11.35
9,2.301246475601196,11.236666666666666,2.300905403137207,11.35
10,2.300648059082031,11.236666666666666,2.298872835922241,11.35
