epoch,train_loss,train_acc,test_loss,test_acc
1,1.4892922800064088,45.75666666666667,1.0318496322631836,61.09
2,0.833497928237915,72.57833333333333,0.6477681879043579,78.63
3,0.6064703471660614,80.395,0.4868776232481003,84.86
4,0.4573662096023559,85.755,0.3684008096694946,88.87
5,0.3657838556289672,88.75166666666667,0.2976688386201858,90.57
6,0.3039665857315063,90.76333333333334,0.2462520771503448,92.52
7,0.2635459657907485,91.93,0.2067668104290962,93.84
8,0.2379768520275751,92.76666666666668,0.2024906233787536,93.75
9,0.219490332698822,93.39666666666666,0.1978015258431434,93.99
10,0.2027659616708755,93.835,0.176946478664875,94.72
