epoch,train_loss,train_acc,test_loss,test_acc
1,2.299838337071737,10.291666666666666,2.2959996189117438,11.44
2,2.29131900177002,18.121666666666663,2.2852482231140137,22.14
3,2.2765751283009847,21.32333333333333,2.2641017124176024,20.12
4,2.2442251921335856,20.168333333333333,2.215973609542847,20.28
5,2.167428349939982,21.061666666666667,2.101699185180664,21.82
6,2.047970860671997,24.231666666666666,1.9964537967681888,25.75
7,1.9663374143600465,27.446666666666665,1.911874738693237,28.75
8,1.878526205444336,30.995,1.822716995239258,32.66
9,1.7483225971857708,35.821666666666665,1.641801840209961,38.89
10,1.6159631455103556,39.62,1.5494005352020264,40.87
