epoch,train_loss,train_acc,test_loss,test_acc
1,1.5094058357874551,45.25666666666667,0.8966735505104065,72.43
2,0.7391947100321452,76.46166666666667,0.5345612944602967,83.6
3,0.4954915255864461,84.60666666666667,0.3899505552053451,87.84
4,0.3861648761908213,88.085,0.3221749679088592,90.32
5,0.3227912926197052,90.14666666666666,0.2599359972238541,92.28
6,0.290551356502374,91.04,0.2287947427272796,93.13
7,0.2606542150179545,91.95833333333331,0.2189267980575561,93.48
8,0.2291531647443771,93.04,0.1886529013156891,94.32
9,0.2153741992076238,93.355,0.191662669801712,94.41
10,0.1989545544624328,93.97666666666667,0.1895966407299041,94.27
