epoch,loss,val_acc,lr
1,1.4380997934895103,86.1,0.0009755282581475768
2,0.4584333228203358,89.48333333333333,0.0009045084971874736
3,0.3556252374397635,90.56666666666666,0.0007938926261462366
4,0.3174239802063924,91.23333333333333,0.0006545084971874737
5,0.2945047466181466,91.68333333333334,0.0005
6,0.279495918143417,92.08333333333333,0.00034549150281252633
7,0.26949261037094335,92.15,0.0002061073738537635
8,0.26336914809394224,92.38333333333334,9.549150281252634e-05
9,0.25993019259442085,92.35,2.4471741852423235e-05
10,0.2583425812493851,92.36666666666666,0.0
