epoch,train_loss,train_acc,test_loss,test_acc
1,1.8099551685969035,36.41833333333334,1.4795933334350586,50.45
2,1.374163260904948,52.03666666666667,1.2119329272270203,60.31
3,1.1710277167638143,59.94166666666667,1.1279221393585206,60.23
4,1.043582230122884,65.30166666666666,0.9350008338928223,66.68
5,0.9204603230476379,70.13,0.7749526287078857,74.28
6,0.8024983427047729,74.70833333333333,0.6321830661296844,82.99
7,0.7001455869515737,78.55166666666666,0.5690466259956359,83.74
8,0.6120351407686869,81.37833333333333,0.5199620485305786,84.61
9,0.5481447289148966,83.47,0.44376790244579317,87.34
10,0.4992930408636729,84.94,0.3933487071990967,88.95
