epoch,train_loss,train_acc,test_loss,test_acc
1,1.8177441205978393,36.795,1.4951536870956421,47.14
2,1.3655262413024902,53.415,1.1840105310440063,61.0
3,1.145102848180135,61.635,0.9679550857543945,70.9
4,0.9955896064440409,67.31333333333333,0.9314794814109802,66.69
5,0.8736325452168783,72.12333333333333,0.7807892737388611,73.88
6,0.753762646261851,76.72333333333333,0.6409441259384155,80.59
7,0.6598046098073324,79.90666666666667,0.570795307636261,82.83
8,0.5818263360023499,82.575,0.46689152903556824,87.13
9,0.5122318241437276,85.00833333333334,0.60665370388031,79.1
10,0.46813674317995707,86.17333333333333,0.5148856147289276,83.95
