epoch,phase,seed,torch_version,cuda_available,device,cudnn_deterministic,cudnn_benchmark,time_sec,batch,global_step,train_loss,grad_norm,update_norm,lr,tainted,effective_batch_size,original_batch_size,test_loss,test_accuracy
1,eval,,,,,,,22.01040625572205,,469.0,,,,,False,128.0,128.0,1.7964477828979493,0.6946
2,eval,,,,,,,44.538063764572144,,938.0,,,,,False,128.0,128.0,1.3496532215118409,0.7813
3,eval,,,,,,,66.7901132106781,,1407.0,,,,,False,128.0,128.0,1.008285918712616,0.8259
4,eval,,,,,,,89.09225058555603,,1876.0,,,,,False,128.0,128.0,0.7859805346488953,0.8503
5,eval,,,,,,,111.3244082927704,,2345.0,,,,,False,128.0,128.0,0.6506627137660981,0.8633
6,eval,,,,,,,134.5665843486786,,2814.0,,,,,False,128.0,128.0,0.5648337956905365,0.8731
7,eval,,,,,,,158.9016604423523,,3283.0,,,,,False,128.0,128.0,0.5084714715480805,0.8796
8,eval,,,,,,,184.4905867576599,,3752.0,,,,,False,128.0,128.0,0.4692837633132934,0.8848
9,eval,,,,,,,209.98169684410092,,4221.0,,,,,False,128.0,128.0,0.4403568106651306,0.8889
10,eval,,,,,,,237.62716484069824,,4690.0,,,,,False,128.0,128.0,0.4180392600059509,0.8908
