epoch,phase,seed,torch_version,cuda_available,device,cudnn_deterministic,cudnn_benchmark,time_sec,batch,global_step,train_loss,grad_norm,update_norm,lr,tainted,effective_batch_size,original_batch_size,test_loss,test_accuracy
1,eval,,,,,,,21.619715213775635,,469.0,,,,,False,128.0,128.0,1.8134555997848512,0.6505
2,eval,,,,,,,43.13022756576538,,938.0,,,,,False,128.0,128.0,1.364411365699768,0.7515
3,eval,,,,,,,64.53832292556763,,1407.0,,,,,False,128.0,128.0,1.0264442972183228,0.8051
4,eval,,,,,,,85.66639375686646,,1876.0,,,,,False,128.0,128.0,0.8054539867401123,0.8342
5,eval,,,,,,,107.76309370994568,,2345.0,,,,,False,128.0,128.0,0.6664035826683045,0.8543
6,eval,,,,,,,131.04014587402344,,2814.0,,,,,False,128.0,128.0,0.5781025443077087,0.8659
7,eval,,,,,,,157.6996307373047,,3283.0,,,,,False,128.0,128.0,0.5189421899795532,0.8744
8,eval,,,,,,,183.27402305603027,,3752.0,,,,,False,128.0,128.0,0.4767768763542175,0.88
9,eval,,,,,,,210.0517423152924,,4221.0,,,,,False,128.0,128.0,0.4459323520183563,0.8859
10,eval,,,,,,,236.91200971603396,,4690.0,,,,,False,128.0,128.0,0.4223469905853271,0.89
