epoch,train_acc,test_acc,train_loss,test_loss
1,90.19,86.4,0.5438872091293335,0.6648607530593872
2,92.84,88.75,0.45520151166915895,0.5714140582084656
3,94.25,90.4,0.4123724322795868,0.5286792778968811
4,95.19,91.35,0.3731676666736603,0.48922670888900754
5,95.87,91.95,0.34706043734550474,0.46747018218040465
6,96.38,92.0,0.32984364757537843,0.4489809288978577
7,96.96,92.8,0.314348997592926,0.43627174735069274
8,97.46,93.5,0.30582710366249083,0.42344330954551695
9,97.81,93.85,0.28899220180511476,0.4146733207702637
10,98.07,94.0,0.2912362495422363,0.4127587411403656
