epoch,train_acc,test_acc,train_loss,test_loss
1,90.0,86.3,0.6143945223331452,0.7373566312789916
2,92.71,89.0,0.5242860832214356,0.6411868615150451
3,94.12,90.6,0.48299095668792724,0.6004592909812927
4,95.11,91.25,0.4435900469779968,0.5606112852096558
5,95.69,91.95,0.41524132742881775,0.5363718838691711
6,96.28,92.25,0.399776323223114,0.5193728861808777
7,96.88,92.65,0.38423310174942016,0.5068815665245057
8,97.34,93.4,0.3775090941905975,0.49550130438804624
9,97.59,93.4,0.3589911113739014,0.48513376784324647
10,97.87,93.8,0.361980792427063,0.48318006467819213
