epoch,train_acc,test_acc,train_loss,test_loss
1,90.0,86.55,0.5398728536128998,0.6670861654281616
2,92.9,89.0,0.4467319752693176,0.5647621088027954
3,94.42,90.15,0.40667910208702085,0.5243458361625671
4,95.52,91.85,0.36649003109931944,0.4838522815704346
5,96.05,92.1,0.3427172423362732,0.46178663992881774
6,96.56,92.2,0.32840162382125854,0.44716856408119204
7,97.24,93.15,0.3125191007375717,0.43381265592575075
8,97.47,93.55,0.3019212086677551,0.4203043518066406
9,97.87,93.65,0.2875626070022583,0.4119461693763733
10,98.06,93.85,0.28932033352851866,0.41099491477012634
