epoch,train_acc,test_acc,train_loss,test_loss
1,89.96,86.2,0.5408977381706238,0.6688253049850463
2,92.82,88.85,0.4494520158290863,0.5698367280960083
3,94.17,90.45,0.40953910608291627,0.527105218410492
4,95.36,91.65,0.3716566532611847,0.4893637251853943
5,95.95,91.85,0.3458453381538391,0.46688130211830137
6,96.54,92.3,0.3282663496494293,0.44709075689315797
7,97.05,92.75,0.3124278496980667,0.433545681476593
8,97.62,93.5,0.30316156921386717,0.4221841559410095
9,97.79,93.6,0.2863893440246582,0.4116932110786438
10,98.03,94.15,0.28896775817871095,0.4096315040588379
