epoch,train_acc,test_acc,train_loss,test_loss
1,90.37,87.1,0.3360339199066162,0.44835487580299377
2,92.3,88.5,0.2683905692577362,0.38854360032081603
3,94.12,90.1,0.21026311531066894,0.3311809811592102
4,95.07,90.6,0.17786024240851403,0.3063219561576843
5,95.9,91.35,0.1503675406932831,0.2826149802207947
6,96.41,91.45,0.13629001550674438,0.268625412940979
7,97.09,91.95,0.1150439383149147,0.2524725441932678
8,97.74,92.55,0.09747205228805542,0.23878529345989227
9,97.79,92.6,0.08771913089752197,0.2358076469898224
10,98.11,92.55,0.08532615416049957,0.23522359418869018
