epoch,train_acc,test_acc,train_loss,test_loss
1,90.09,86.6,0.4646078288078308,0.5888690204620362
2,92.87,88.85,0.382904060792923,0.501880316734314
3,94.34,90.6,0.3407357033729553,0.4565858650207519
4,95.52,91.5,0.3032999768018722,0.4196882681846619
5,96.06,91.7,0.2794927864074707,0.3991727659702301
6,96.64,92.55,0.2599018420696258,0.3773408627510071
7,97.26,92.85,0.2454451141834259,0.3647586100101471
8,97.69,93.45,0.2341630566120147,0.3519563558101654
9,97.96,93.65,0.2194738074302673,0.3435432143211365
10,98.14,94.1,0.2207710101366043,0.341329745054245
